Estacion,Nombre_Estacion,Año,Mes_Num,Mes,Dias_Esperados,Dias_Con_Datos,Pct_Completitud,Estado
105003,COCLE DEL NORTE,2020,5,Mayo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2020,6,Junio,30,30,100.0,Completo
105003,COCLE DEL NORTE,2020,7,Julio,31,31,100.0,Completo
105003,COCLE DEL NORTE,2020,8,Agosto,31,31,100.0,Completo
105003,COCLE DEL NORTE,2020,9,Septiembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2020,10,Octubre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2020,11,Noviembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2020,12,Diciembre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2021,1,Enero,31,31,100.0,Completo
105003,COCLE DEL NORTE,2021,2,Febrero,28,28,100.0,Completo
105003,COCLE DEL NORTE,2021,3,Marzo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2021,4,Abril,30,29,96.7,Incompleto
105003,COCLE DEL NORTE,2021,5,Mayo,31,30,96.8,Incompleto
105003,COCLE DEL NORTE,2021,6,Junio,30,30,100.0,Completo
105003,COCLE DEL NORTE,2021,7,Julio,31,28,90.3,Incompleto
105003,COCLE DEL NORTE,2021,8,Agosto,31,31,100.0,Completo
105003,COCLE DEL NORTE,2021,9,Septiembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2021,10,Octubre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2021,11,Noviembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2021,12,Diciembre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2022,1,Enero,31,31,100.0,Completo
105003,COCLE DEL NORTE,2022,2,Febrero,28,28,100.0,Completo
105003,COCLE DEL NORTE,2022,3,Marzo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2022,4,Abril,30,30,100.0,Completo
105003,COCLE DEL NORTE,2022,5,Mayo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2022,6,Junio,30,30,100.0,Completo
105003,COCLE DEL NORTE,2022,7,Julio,31,31,100.0,Completo
105003,COCLE DEL NORTE,2022,8,Agosto,31,31,100.0,Completo
105003,COCLE DEL NORTE,2022,9,Septiembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2022,10,Octubre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2022,11,Noviembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2022,12,Diciembre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2023,1,Enero,31,31,100.0,Completo
105003,COCLE DEL NORTE,2023,2,Febrero,28,28,100.0,Completo
105003,COCLE DEL NORTE,2023,3,Marzo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2023,4,Abril,30,30,100.0,Completo
105003,COCLE DEL NORTE,2023,5,Mayo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2023,6,Junio,30,30,100.0,Completo
105003,COCLE DEL NORTE,2023,7,Julio,31,31,100.0,Completo
105003,COCLE DEL NORTE,2023,8,Agosto,31,31,100.0,Completo
105003,COCLE DEL NORTE,2023,9,Septiembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2023,10,Octubre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2023,11,Noviembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2023,12,Diciembre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2024,1,Enero,31,31,100.0,Completo
105003,COCLE DEL NORTE,2024,2,Febrero,29,29,100.0,Completo
105003,COCLE DEL NORTE,2024,3,Marzo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2024,4,Abril,30,30,100.0,Completo
105003,COCLE DEL NORTE,2024,5,Mayo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2024,6,Junio,30,30,100.0,Completo
105003,COCLE DEL NORTE,2024,7,Julio,31,31,100.0,Completo
105003,COCLE DEL NORTE,2024,8,Agosto,31,31,100.0,Completo
105003,COCLE DEL NORTE,2024,9,Septiembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2024,10,Octubre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2024,11,Noviembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2024,12,Diciembre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2025,1,Enero,31,31,100.0,Completo
105003,COCLE DEL NORTE,2025,2,Febrero,28,28,100.0,Completo
105003,COCLE DEL NORTE,2025,3,Marzo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2025,4,Abril,30,30,100.0,Completo
105003,COCLE DEL NORTE,2025,5,Mayo,31,31,100.0,Completo
105003,COCLE DEL NORTE,2025,6,Junio,30,30,100.0,Completo
105003,COCLE DEL NORTE,2025,7,Julio,31,31,100.0,Completo
105003,COCLE DEL NORTE,2025,8,Agosto,31,31,100.0,Completo
105003,COCLE DEL NORTE,2025,9,Septiembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2025,10,Octubre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2025,11,Noviembre,30,30,100.0,Completo
105003,COCLE DEL NORTE,2025,12,Diciembre,31,31,100.0,Completo
105003,COCLE DEL NORTE,2026,1,Enero,31,31,100.0,Completo
105003,COCLE DEL NORTE,2026,2,Febrero,28,28,100.0,Completo
105003,COCLE DEL NORTE,2026,3,Marzo,31,15,48.4,Pendiente
105005,TOABRE,2014,1,Enero,31,31,100.0,Completo
105005,TOABRE,2014,2,Febrero,28,0,0.0,Pendiente
105005,TOABRE,2014,3,Marzo,31,31,100.0,Completo
105005,TOABRE,2014,4,Abril,30,30,100.0,Completo
105005,TOABRE,2014,5,Mayo,31,0,0.0,Pendiente
105005,TOABRE,2014,6,Junio,30,30,100.0,Completo
105005,TOABRE,2014,8,Agosto,31,32,103.2,Completo
105005,TOABRE,2014,10,Octubre,31,31,100.0,Completo
105005,TOABRE,2014,11,Noviembre,30,30,100.0,Completo
105005,TOABRE,2014,12,Diciembre,31,31,100.0,Completo
105005,TOABRE,2015,1,Enero,31,31,100.0,Completo
105005,TOABRE,2015,2,Febrero,28,21,75.0,Incompleto
105005,TOABRE,2015,3,Marzo,31,31,100.0,Completo
105005,TOABRE,2015,4,Abril,30,23,76.7,Incompleto
105005,TOABRE,2015,5,Mayo,31,31,100.0,Completo
105005,TOABRE,2015,6,Junio,30,30,100.0,Completo
105005,TOABRE,2015,7,Julio,31,31,100.0,Completo
105005,TOABRE,2015,8,Agosto,31,31,100.0,Completo
105005,TOABRE,2015,9,Septiembre,30,30,100.0,Completo
105005,TOABRE,2015,10,Octubre,31,31,100.0,Completo
105005,TOABRE,2015,11,Noviembre,30,30,100.0,Completo
105005,TOABRE,2015,12,Diciembre,31,29,93.5,Incompleto
105005,TOABRE,2016,1,Enero,31,0,0.0,Pendiente
105005,TOABRE,2016,2,Febrero,29,0,0.0,Pendiente
105005,TOABRE,2016,3,Marzo,31,0,0.0,Pendiente
105005,TOABRE,2016,4,Abril,30,0,0.0,Pendiente
105005,TOABRE,2016,5,Mayo,31,0,0.0,Pendiente
105005,TOABRE,2016,6,Junio,30,0,0.0,Pendiente
105005,TOABRE,2018,1,Enero,31,1,3.2,Pendiente
105005,TOABRE,2018,3,Marzo,31,0,0.0,Pendiente
105005,TOABRE,2018,5,Mayo,31,0,0.0,Pendiente
105005,TOABRE,2018,6,Junio,30,0,0.0,Pendiente
105005,TOABRE,2018,11,Noviembre,30,0,0.0,Pendiente
105005,TOABRE,2018,12,Diciembre,31,0,0.0,Pendiente
105005,TOABRE,2019,4,Abril,30,0,0.0,Pendiente
105005,TOABRE,2019,5,Mayo,31,0,0.0,Pendiente
105005,TOABRE,2019,7,Julio,31,0,0.0,Pendiente
105005,TOABRE,2019,8,Agosto,31,0,0.0,Pendiente
105005,TOABRE,2019,9,Septiembre,30,0,0.0,Pendiente
105005,TOABRE,2020,10,Octubre,31,0,0.0,Pendiente
105005,TOABRE,2020,11,Noviembre,30,0,0.0,Pendiente
105005,TOABRE,2021,1,Enero,31,0,0.0,Pendiente
105005,TOABRE,2021,2,Febrero,28,0,0.0,Pendiente
105005,TOABRE,2021,3,Marzo,31,0,0.0,Pendiente
105005,TOABRE,2022,6,Junio,30,0,0.0,Pendiente
105005,TOABRE,2022,7,Julio,31,0,0.0,Pendiente
105005,TOABRE,2022,10,Octubre,31,0,0.0,Pendiente
105005,TOABRE,2024,2,Febrero,29,0,0.0,Pendiente
105005,TOABRE,2024,3,Marzo,31,0,0.0,Pendiente
105007,SAN LUCAS,2015,8,Agosto,31,13,41.9,Pendiente
105007,SAN LUCAS,2015,9,Septiembre,30,0,0.0,Pendiente
105007,SAN LUCAS,2015,10,Octubre,31,3,9.7,Pendiente
105007,SAN LUCAS,2015,11,Noviembre,30,0,0.0,Pendiente
105007,SAN LUCAS,2015,12,Diciembre,31,2,6.5,Pendiente
105007,SAN LUCAS,2016,1,Enero,31,31,100.0,Completo
105007,SAN LUCAS,2016,2,Febrero,29,29,100.0,Completo
105007,SAN LUCAS,2016,3,Marzo,31,25,80.6,Incompleto
105007,SAN LUCAS,2016,4,Abril,30,22,73.3,Incompleto
105007,SAN LUCAS,2016,5,Mayo,31,29,93.5,Incompleto
105007,SAN LUCAS,2016,6,Junio,30,29,96.7,Incompleto
105007,SAN LUCAS,2016,7,Julio,31,25,80.6,Incompleto
105007,SAN LUCAS,2016,8,Agosto,31,5,16.1,Pendiente
105007,SAN LUCAS,2016,12,Diciembre,31,2,6.5,Pendiente
105007,SAN LUCAS,2017,1,Enero,31,31,100.0,Completo
105007,SAN LUCAS,2017,2,Febrero,28,9,32.1,Pendiente
105007,SAN LUCAS,2017,3,Marzo,31,0,0.0,Pendiente
105007,SAN LUCAS,2017,5,Mayo,31,1,3.2,Pendiente
105007,SAN LUCAS,2017,6,Junio,30,2,6.7,Pendiente
105007,SAN LUCAS,2017,7,Julio,31,0,0.0,Pendiente
105007,SAN LUCAS,2018,1,Enero,31,31,100.0,Completo
105007,SAN LUCAS,2018,2,Febrero,28,28,100.0,Completo
105007,SAN LUCAS,2018,3,Marzo,31,28,90.3,Incompleto
105007,SAN LUCAS,2018,4,Abril,30,29,96.7,Incompleto
105007,SAN LUCAS,2018,5,Mayo,31,15,48.4,Pendiente
105007,SAN LUCAS,2018,6,Junio,30,0,0.0,Pendiente
105007,SAN LUCAS,2018,7,Julio,31,0,0.0,Pendiente
105007,SAN LUCAS,2018,10,Octubre,31,0,0.0,Pendiente
105007,SAN LUCAS,2018,11,Noviembre,30,0,0.0,Pendiente
105007,SAN LUCAS,2018,12,Diciembre,31,0,0.0,Pendiente
105007,SAN LUCAS,2019,1,Enero,31,1,3.2,Pendiente
105007,SAN LUCAS,2019,2,Febrero,28,0,0.0,Pendiente
105007,SAN LUCAS,2019,3,Marzo,31,0,0.0,Pendiente
105007,SAN LUCAS,2019,4,Abril,30,0,0.0,Pendiente
105007,SAN LUCAS,2019,5,Mayo,31,0,0.0,Pendiente
105007,SAN LUCAS,2019,6,Junio,30,0,0.0,Pendiente
105007,SAN LUCAS,2019,8,Agosto,31,0,0.0,Pendiente
105007,SAN LUCAS,2019,9,Septiembre,30,0,0.0,Pendiente
105007,SAN LUCAS,2019,11,Noviembre,30,0,0.0,Pendiente
105007,SAN LUCAS,2020,1,Enero,31,0,0.0,Pendiente
105007,SAN LUCAS,2020,2,Febrero,29,0,0.0,Pendiente
105007,SAN LUCAS,2020,3,Marzo,31,0,0.0,Pendiente
105007,SAN LUCAS,2020,4,Abril,30,0,0.0,Pendiente
105007,SAN LUCAS,2020,5,Mayo,31,0,0.0,Pendiente
105008,SABANITA VERDE,2013,10,Octubre,31,3,9.7,Pendiente
105008,SABANITA VERDE,2013,11,Noviembre,30,0,0.0,Pendiente
105008,SABANITA VERDE,2013,12,Diciembre,31,0,0.0,Pendiente
105008,SABANITA VERDE,2015,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2015,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2015,6,Junio,30,22,73.3,Incompleto
105008,SABANITA VERDE,2015,7,Julio,31,28,90.3,Incompleto
105008,SABANITA VERDE,2015,8,Agosto,31,9,29.0,Pendiente
105008,SABANITA VERDE,2015,9,Septiembre,30,7,23.3,Pendiente
105008,SABANITA VERDE,2015,10,Octubre,31,4,12.9,Pendiente
105008,SABANITA VERDE,2015,11,Noviembre,30,2,6.7,Pendiente
105008,SABANITA VERDE,2015,12,Diciembre,31,0,0.0,Pendiente
105008,SABANITA VERDE,2016,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2016,2,Febrero,29,27,93.1,Incompleto
105008,SABANITA VERDE,2016,3,Marzo,31,29,93.5,Incompleto
105008,SABANITA VERDE,2016,4,Abril,30,5,16.7,Pendiente
105008,SABANITA VERDE,2016,10,Octubre,31,3,9.7,Pendiente
105008,SABANITA VERDE,2016,11,Noviembre,30,2,6.7,Pendiente
105008,SABANITA VERDE,2016,12,Diciembre,31,2,6.5,Pendiente
105008,SABANITA VERDE,2017,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2017,2,Febrero,28,0,0.0,Pendiente
105008,SABANITA VERDE,2017,4,Abril,30,16,53.3,Incompleto
105008,SABANITA VERDE,2017,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2017,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2017,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2017,8,Agosto,31,4,12.9,Pendiente
105008,SABANITA VERDE,2017,9,Septiembre,30,0,0.0,Pendiente
105008,SABANITA VERDE,2017,10,Octubre,31,0,0.0,Pendiente
105008,SABANITA VERDE,2017,11,Noviembre,30,24,80.0,Incompleto
105008,SABANITA VERDE,2017,12,Diciembre,31,1,3.2,Pendiente
105008,SABANITA VERDE,2018,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2018,2,Febrero,28,28,100.0,Completo
105008,SABANITA VERDE,2018,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2018,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2018,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2018,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2018,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2018,8,Agosto,31,31,100.0,Completo
105008,SABANITA VERDE,2018,9,Septiembre,30,30,100.0,Completo
105008,SABANITA VERDE,2018,10,Octubre,31,31,100.0,Completo
105008,SABANITA VERDE,2018,11,Noviembre,30,30,100.0,Completo
105008,SABANITA VERDE,2018,12,Diciembre,31,14,45.2,Pendiente
105008,SABANITA VERDE,2019,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2019,2,Febrero,28,28,100.0,Completo
105008,SABANITA VERDE,2019,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2019,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2019,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2019,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2019,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2019,8,Agosto,31,31,100.0,Completo
105008,SABANITA VERDE,2019,9,Septiembre,30,30,100.0,Completo
105008,SABANITA VERDE,2019,10,Octubre,31,31,100.0,Completo
105008,SABANITA VERDE,2019,11,Noviembre,30,30,100.0,Completo
105008,SABANITA VERDE,2019,12,Diciembre,31,17,54.8,Incompleto
105008,SABANITA VERDE,2020,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2020,2,Febrero,29,29,100.0,Completo
105008,SABANITA VERDE,2020,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2020,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2020,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2020,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2020,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2020,8,Agosto,31,31,100.0,Completo
105008,SABANITA VERDE,2020,9,Septiembre,30,30,100.0,Completo
105008,SABANITA VERDE,2020,10,Octubre,31,31,100.0,Completo
105008,SABANITA VERDE,2020,11,Noviembre,30,30,100.0,Completo
105008,SABANITA VERDE,2020,12,Diciembre,31,31,100.0,Completo
105008,SABANITA VERDE,2021,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2021,2,Febrero,28,28,100.0,Completo
105008,SABANITA VERDE,2021,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2021,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2021,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2021,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2021,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2021,8,Agosto,31,31,100.0,Completo
105008,SABANITA VERDE,2021,9,Septiembre,30,30,100.0,Completo
105008,SABANITA VERDE,2021,10,Octubre,31,31,100.0,Completo
105008,SABANITA VERDE,2021,11,Noviembre,30,30,100.0,Completo
105008,SABANITA VERDE,2021,12,Diciembre,31,31,100.0,Completo
105008,SABANITA VERDE,2022,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2022,2,Febrero,28,28,100.0,Completo
105008,SABANITA VERDE,2022,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2022,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2022,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2022,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2022,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2022,8,Agosto,31,31,100.0,Completo
105008,SABANITA VERDE,2022,9,Septiembre,30,30,100.0,Completo
105008,SABANITA VERDE,2022,10,Octubre,31,31,100.0,Completo
105008,SABANITA VERDE,2022,11,Noviembre,30,30,100.0,Completo
105008,SABANITA VERDE,2022,12,Diciembre,31,31,100.0,Completo
105008,SABANITA VERDE,2023,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2023,2,Febrero,28,28,100.0,Completo
105008,SABANITA VERDE,2023,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2023,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2023,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2023,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2023,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2023,8,Agosto,31,31,100.0,Completo
105008,SABANITA VERDE,2023,9,Septiembre,30,30,100.0,Completo
105008,SABANITA VERDE,2023,10,Octubre,31,31,100.0,Completo
105008,SABANITA VERDE,2023,11,Noviembre,30,30,100.0,Completo
105008,SABANITA VERDE,2023,12,Diciembre,31,31,100.0,Completo
105008,SABANITA VERDE,2024,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2024,2,Febrero,29,29,100.0,Completo
105008,SABANITA VERDE,2024,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2024,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2024,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2024,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2024,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2024,8,Agosto,31,31,100.0,Completo
105008,SABANITA VERDE,2024,9,Septiembre,30,30,100.0,Completo
105008,SABANITA VERDE,2024,10,Octubre,31,31,100.0,Completo
105008,SABANITA VERDE,2024,11,Noviembre,30,30,100.0,Completo
105008,SABANITA VERDE,2024,12,Diciembre,31,31,100.0,Completo
105008,SABANITA VERDE,2025,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2025,2,Febrero,28,28,100.0,Completo
105008,SABANITA VERDE,2025,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2025,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2025,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2025,6,Junio,30,30,100.0,Completo
105008,SABANITA VERDE,2025,7,Julio,31,31,100.0,Completo
105008,SABANITA VERDE,2025,8,Agosto,31,31,100.0,Completo
105008,SABANITA VERDE,2025,9,Septiembre,30,30,100.0,Completo
105008,SABANITA VERDE,2025,10,Octubre,31,31,100.0,Completo
105008,SABANITA VERDE,2025,11,Noviembre,30,30,100.0,Completo
105008,SABANITA VERDE,2025,12,Diciembre,31,62,200.0,Completo
105008,SABANITA VERDE,2026,1,Enero,31,31,100.0,Completo
105008,SABANITA VERDE,2026,2,Febrero,28,28,100.0,Completo
105008,SABANITA VERDE,2026,3,Marzo,31,31,100.0,Completo
105008,SABANITA VERDE,2026,4,Abril,30,30,100.0,Completo
105008,SABANITA VERDE,2026,5,Mayo,31,31,100.0,Completo
105008,SABANITA VERDE,2026,6,Junio,30,4,13.3,Pendiente
105008,SABANITA VERDE,2026,12,Diciembre,31,0,0.0,Pendiente
105010,CC,2012,3,Marzo,31,4,12.9,Pendiente
105010,CC,2012,5,Mayo,31,0,0.0,Pendiente
105010,CC,2012,6,Junio,30,0,0.0,Pendiente
105010,CC,2013,1,Enero,31,7,22.6,Pendiente
105010,CC,2013,2,Febrero,28,0,0.0,Pendiente
105010,CC,2013,3,Marzo,31,0,0.0,Pendiente
105010,CC,2013,10,Octubre,31,0,0.0,Pendiente
105010,CC,2019,5,Mayo,31,0,0.0,Pendiente
105010,CC,2019,6,Junio,30,0,0.0,Pendiente
105010,CC,2020,1,Enero,31,0,0.0,Pendiente
105010,CC,2020,2,Febrero,29,0,0.0,Pendiente
105010,CC,2020,3,Marzo,31,0,0.0,Pendiente
105010,CC,2020,4,Abril,30,0,0.0,Pendiente
105010,CC,2020,5,Mayo,31,0,0.0,Pendiente
105010,CC,2020,6,Junio,30,0,0.0,Pendiente
105010,CC,2020,7,Julio,31,0,0.0,Pendiente
105010,CC,2020,8,Agosto,31,0,0.0,Pendiente
105010,CC,2020,9,Septiembre,30,0,0.0,Pendiente
105010,CC,2020,10,Octubre,31,0,0.0,Pendiente
105010,CC,2023,5,Mayo,31,0,0.0,Pendiente
105010,CC,2023,6,Junio,30,0,0.0,Pendiente
105010,CC,2023,11,Noviembre,30,0,0.0,Pendiente
105010,CC,2024,1,Enero,31,0,0.0,Pendiente
105010,CC,2024,2,Febrero,29,0,0.0,Pendiente
105010,CC,2024,3,Marzo,31,0,0.0,Pendiente
105010,CC,2024,4,Abril,30,0,0.0,Pendiente
105010,CC,2024,5,Mayo,31,0,0.0,Pendiente
105010,CC,2024,6,Junio,30,0,0.0,Pendiente
105010,CC,2024,7,Julio,31,0,0.0,Pendiente
105010,CC,2024,8,Agosto,31,0,0.0,Pendiente
105010,CC,2024,9,Septiembre,30,0,0.0,Pendiente
105010,CC,2024,10,Octubre,31,0,0.0,Pendiente
105010,CC,2024,11,Noviembre,30,0,0.0,Pendiente
105010,CC,2024,12,Diciembre,31,0,0.0,Pendiente
105010,CC,2025,1,Enero,31,0,0.0,Pendiente
105010,CC,2025,4,Abril,30,0,0.0,Pendiente
105010,CC,2025,5,Mayo,31,0,0.0,Pendiente
105010,CC,2025,6,Junio,30,0,0.0,Pendiente
105010,CC,2025,8,Agosto,31,0,0.0,Pendiente
105010,CC,2025,9,Septiembre,30,0,0.0,Pendiente
105010,CC,2025,10,Octubre,31,0,0.0,Pendiente
105022,SAN PEDRO,2023,1,Enero,31,0,0.0,Pendiente
105022,SAN PEDRO,2023,2,Febrero,28,0,0.0,Pendiente
105022,SAN PEDRO,2023,3,Marzo,31,0,0.0,Pendiente
106004,MACANO ARRIBA,2015,1,Enero,31,31,100.0,Completo
106004,MACANO ARRIBA,2015,11,Noviembre,30,29,96.7,Incompleto
106004,MACANO ARRIBA,2015,12,Diciembre,31,0,0.0,Pendiente
106004,MACANO ARRIBA,2016,7,Julio,31,31,100.0,Completo
106004,MACANO ARRIBA,2016,9,Septiembre,30,30,100.0,Completo
106004,MACANO ARRIBA,2016,10,Octubre,31,30,96.8,Incompleto
106004,MACANO ARRIBA,2016,11,Noviembre,30,9,30.0,Pendiente
106004,MACANO ARRIBA,2016,12,Diciembre,31,0,0.0,Pendiente
106004,MACANO ARRIBA,2017,1,Enero,31,31,100.0,Completo
106004,MACANO ARRIBA,2017,3,Marzo,31,24,77.4,Incompleto
106004,MACANO ARRIBA,2017,4,Abril,30,0,0.0,Pendiente
106004,MACANO ARRIBA,2017,5,Mayo,31,0,0.0,Pendiente
106004,MACANO ARRIBA,2017,6,Junio,30,0,0.0,Pendiente
106004,MACANO ARRIBA,2017,7,Julio,31,0,0.0,Pendiente
106004,MACANO ARRIBA,2017,8,Agosto,31,0,0.0,Pendiente
106004,MACANO ARRIBA,2017,12,Diciembre,31,0,0.0,Pendiente
106004,MACANO ARRIBA,2018,1,Enero,31,31,100.0,Completo
106004,MACANO ARRIBA,2018,2,Febrero,28,28,100.0,Completo
106004,MACANO ARRIBA,2018,3,Marzo,31,31,100.0,Completo
106004,MACANO ARRIBA,2018,4,Abril,30,30,100.0,Completo
106004,MACANO ARRIBA,2018,5,Mayo,31,31,100.0,Completo
106004,MACANO ARRIBA,2018,6,Junio,30,30,100.0,Completo
106004,MACANO ARRIBA,2018,7,Julio,31,31,100.0,Completo
106004,MACANO ARRIBA,2018,8,Agosto,31,31,100.0,Completo
106004,MACANO ARRIBA,2018,9,Septiembre,30,30,100.0,Completo
106004,MACANO ARRIBA,2018,10,Octubre,31,31,100.0,Completo
106004,MACANO ARRIBA,2018,11,Noviembre,30,30,100.0,Completo
106004,MACANO ARRIBA,2018,12,Diciembre,31,31,100.0,Completo
106004,MACANO ARRIBA,2019,1,Enero,31,31,100.0,Completo
106004,MACANO ARRIBA,2019,2,Febrero,28,28,100.0,Completo
106004,MACANO ARRIBA,2019,3,Marzo,31,31,100.0,Completo
106004,MACANO ARRIBA,2019,4,Abril,30,30,100.0,Completo
106004,MACANO ARRIBA,2019,5,Mayo,31,30,96.8,Incompleto
106004,MACANO ARRIBA,2019,6,Junio,30,30,100.0,Completo
106004,MACANO ARRIBA,2019,7,Julio,31,31,100.0,Completo
106004,MACANO ARRIBA,2019,8,Agosto,31,31,100.0,Completo
106004,MACANO ARRIBA,2019,9,Septiembre,30,30,100.0,Completo
106004,MACANO ARRIBA,2019,10,Octubre,31,31,100.0,Completo
106004,MACANO ARRIBA,2019,11,Noviembre,30,30,100.0,Completo
106004,MACANO ARRIBA,2019,12,Diciembre,31,31,100.0,Completo
106004,MACANO ARRIBA,2020,1,Enero,31,31,100.0,Completo
106004,MACANO ARRIBA,2020,2,Febrero,29,29,100.0,Completo
106004,MACANO ARRIBA,2020,3,Marzo,31,31,100.0,Completo
106004,MACANO ARRIBA,2020,4,Abril,30,30,100.0,Completo
106004,MACANO ARRIBA,2020,5,Mayo,31,31,100.0,Completo
106004,MACANO ARRIBA,2020,6,Junio,30,30,100.0,Completo
106004,MACANO ARRIBA,2020,7,Julio,31,31,100.0,Completo
106004,MACANO ARRIBA,2020,8,Agosto,31,31,100.0,Completo
106004,MACANO ARRIBA,2020,9,Septiembre,30,30,100.0,Completo
106004,MACANO ARRIBA,2020,10,Octubre,31,31,100.0,Completo
106004,MACANO ARRIBA,2020,11,Noviembre,30,30,100.0,Completo
106004,MACANO ARRIBA,2020,12,Diciembre,31,31,100.0,Completo
106004,MACANO ARRIBA,2021,1,Enero,31,31,100.0,Completo
106004,MACANO ARRIBA,2021,2,Febrero,28,28,100.0,Completo
106004,MACANO ARRIBA,2021,3,Marzo,31,17,54.8,Incompleto
106004,MACANO ARRIBA,2021,4,Abril,30,0,0.0,Pendiente
106004,MACANO ARRIBA,2021,5,Mayo,31,10,32.3,Pendiente
106004,MACANO ARRIBA,2021,6,Junio,30,30,100.0,Completo
